,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Y
0,-0.25684790563221754,-0.1803785168959798,-0.17423696402614966,1.4623962207787014,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10006525887109793,0.45663024590484746,0.4433170195319324,0
1,-1.158153534597313,-0.1803785168959798,-0.4499737761395409,1.4623962207787014,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48354637442321724,0.47978676393687275,0.5954580363138056,0
2,-0.05655776586219626,-0.6473420738317835,-0.3121053700828453,-0.7889463014807645,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20408091482350457,-0.45270840450660726,-0.988191638370238,0
3,-0.25684790563221754,-0.1803785168959798,-0.4499737761395409,0.7119487133588794,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12006676684392995,0.49759947011535377,0.9412330744544265,0
4,-0.9578633948272919,-0.1803785168959798,-0.4499737761395409,1.4623962207787014,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9462474386668093,0.32659749080193623,-0.9259521315049263,1
5,-1.158153534597313,0.44006039575272493,-0.4499737761395409,-0.7889463014807645,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5134052625645311,-0.038562985856924165,0.9204865721659892,1
6,-1.158153534597313,-0.1803785168959798,-0.4499737761395409,0.7119487133588794,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6915973677779361,0.6855235202983282,2.4004037354078465,0
7,1.5457633522979737,0.4422395590184252,-0.3121053700828453,-0.7889463014807645,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0058301726938665,0.3453008322893413,-1.5483472001580438,0
8,-0.25684790563221754,-0.1803785168959798,-0.4499737761395409,-0.7889463014807645,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6852301896026709,0.2918627137538983,-0.7945576170114904,0
9,0.24387744379283563,-0.1803785168959798,-0.4499737761395409,-0.7889463014807645,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7240063862863773,0.715805120801746,2.6286152605806565,0
10,-0.25684790563221754,-0.0766088375769123,0.7908418783707198,-0.7889463014807645,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.367315011494552,-1.3584845136823658,0.6576975431791173,0
11,-1.258298604482324,4.074178335185788,-0.17423696402614966,-0.7889463014807645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16394359190151195,-3.0916608248485664,0.5263030286856815,0
12,2.246778841493048,1.158250346319991,-0.3121053700828453,2.2128437281985236,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8275230743144177,0.21972125373105025,-1.797305227619291,1
13,-0.25684790563221754,-0.1803785168959798,-0.17423696402614966,-0.7889463014807645,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3760408841172147,0.4236767394746576,1.978558188876289,0
14,-0.25684790563221754,-0.6473420738317835,-0.3121053700828453,-0.7889463014807645,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.1369045509988454,0.3479727382161134,-1.9563617451639765,0
